regiao;estado;DateRep;Cases;cum-Cases;Deaths;cum-Deaths
Sudeste;SP;26/02/2020;1;1;0;0
Sudeste;SP;27/02/2020;0;1;0;0
Sudeste;SP;28/02/2020;0;1;0;0
Sudeste;SP;29/02/2020;1;2;0;0
Sudeste;SP;01/03/2020;0;2;0;0
Sudeste;SP;02/03/2020;0;2;0;0
Sudeste;SP;03/03/2020;0;2;0;0
Sudeste;SP;04/03/2020;1;3;0;0
Sudeste;SP;05/03/2020;3;6;0;0
Sudeste;SP;06/03/2020;4;10;0;0
Sudeste;SP;07/03/2020;3;13;0;0
Sudeste;SP;08/03/2020;3;16;0;0
Sudeste;SP;09/03/2020;0;16;0;0
Sudeste;SP;10/03/2020;3;19;0;0
Sudeste;SP;11/03/2020;11;30;0;0
Sudeste;SP;12/03/2020;12;42;0;0
Sudeste;SP;13/03/2020;14;56;0;0
Sudeste;SP;14/03/2020;9;65;0;0
Sudeste;SP;15/03/2020;71;136;0;0
Sudeste;SP;16/03/2020;16;152;0;0
Sudeste;SP;17/03/2020;12;164;1;1
Sudeste;SP;18/03/2020;76;240;3;4
Sudeste;SP;19/03/2020;46;286;0;4
Sudeste;SP;20/03/2020;110;396;5;9
Sudeste;SP;21/03/2020;63;459;6;15
Sudeste;SP;22/03/2020;172;631;7;22
Sudeste;SP;23/03/2020;114;745;8;30
Sudeste;SP;24/03/2020;65;810;10;40
Sudeste;SP;25/03/2020;52;862;8;48
Sudeste;SP;26/03/2020;190;1052;10;58
Sudeste;SP;27/03/2020;171;1223;10;68
Sudeste;SP;28/03/2020;183;1406;16;84
Sudeste;SP;29/03/2020;45;1451;14;98
Sudeste;SP;30/03/2020;66;1517;15;113
Sudeste;SP;31/03/2020;822;2339;23;136
Sudeste;SP;01/04/2020;642;2981;28;164
Sudeste;SP;02/04/2020;525;3506;24;188
Sudeste;SP;03/04/2020;542;4048;31;219
Sudeste;SP;04/04/2020;418;4466;41;260
Sudeste;SP;05/04/2020;154;4620;15;275
