regiao;estado;DateRep;Cases;cum-Cases;Deaths;cum-Deaths
Centro-Oeste;GO;13/03/2020;3;3;0;0
Centro-Oeste;GO;14/03/2020;0;3;0;0
Centro-Oeste;GO;15/03/2020;0;3;0;0
Centro-Oeste;GO;16/03/2020;0;3;0;0
Centro-Oeste;GO;17/03/2020;3;6;0;0
Centro-Oeste;GO;18/03/2020;2;8;0;0
Centro-Oeste;GO;19/03/2020;4;12;0;0
Centro-Oeste;GO;20/03/2020;3;15;0;0
Centro-Oeste;GO;21/03/2020;5;20;0;0
Centro-Oeste;GO;22/03/2020;1;21;0;0
Centro-Oeste;GO;23/03/2020;2;23;0;0
Centro-Oeste;GO;24/03/2020;4;27;0;0
Centro-Oeste;GO;25/03/2020;2;29;0;0
Centro-Oeste;GO;26/03/2020;10;39;1;1
Centro-Oeste;GO;27/03/2020;10;49;0;1
Centro-Oeste;GO;28/03/2020;7;56;0;1
Centro-Oeste;GO;29/03/2020;2;58;0;1
Centro-Oeste;GO;30/03/2020;3;61;0;1
Centro-Oeste;GO;31/03/2020;4;65;0;1
Centro-Oeste;GO;01/04/2020;6;71;0;1
Centro-Oeste;GO;02/04/2020;2;73;0;1
Centro-Oeste;GO;03/04/2020;15;88;1;2
Centro-Oeste;GO;04/04/2020;15;103;0;2
Centro-Oeste;GO;05/04/2020;12;115;1;3
