regiao;estado;DateRep;Cases;cum-Cases;Deaths;cum-Deaths
Nordeste;CE;17/03/2020;5;5;0;0
Nordeste;CE;18/03/2020;4;9;0;0
Nordeste;CE;19/03/2020;11;20;0;0
Nordeste;CE;20/03/2020;35;55;0;0
Nordeste;CE;21/03/2020;13;68;0;0
Nordeste;CE;22/03/2020;44;112;0;0
Nordeste;CE;23/03/2020;51;163;0;0
Nordeste;CE;24/03/2020;19;182;0;0
Nordeste;CE;25/03/2020;18;200;0;0
Nordeste;CE;26/03/2020;35;235;3;3
Nordeste;CE;27/03/2020;47;282;0;3
Nordeste;CE;28/03/2020;32;314;1;4
Nordeste;CE;29/03/2020;34;348;1;5
Nordeste;CE;30/03/2020;24;372;0;5
Nordeste;CE;31/03/2020;18;390;2;7
Nordeste;CE;01/04/2020;54;444;1;8
Nordeste;CE;02/04/2020;106;550;12;20
Nordeste;CE;03/04/2020;77;627;2;22
Nordeste;CE;04/04/2020;103;730;0;22
Nordeste;CE;05/04/2020;93;823;4;26
