regiao;estado;DateRep;Cases;cum-Cases;Deaths;cum-Deaths
Centro-Oeste;MS;16/03/2020;2;2;0;0
Centro-Oeste;MS;17/03/2020;2;4;0;0
Centro-Oeste;MS;18/03/2020;3;7;0;0
Centro-Oeste;MS;19/03/2020;0;7;0;0
Centro-Oeste;MS;20/03/2020;2;9;0;0
Centro-Oeste;MS;21/03/2020;7;16;0;0
Centro-Oeste;MS;22/03/2020;5;21;0;0
Centro-Oeste;MS;23/03/2020;0;21;0;0
Centro-Oeste;MS;24/03/2020;2;23;0;0
Centro-Oeste;MS;25/03/2020;1;24;0;0
Centro-Oeste;MS;26/03/2020;1;25;0;0
Centro-Oeste;MS;27/03/2020;3;28;0;0
Centro-Oeste;MS;28/03/2020;3;31;0;0
Centro-Oeste;MS;29/03/2020;5;36;0;0
Centro-Oeste;MS;30/03/2020;8;44;0;0
Centro-Oeste;MS;31/03/2020;4;48;1;1
Centro-Oeste;MS;01/04/2020;3;51;0;1
Centro-Oeste;MS;02/04/2020;2;53;0;1
Centro-Oeste;MS;03/04/2020;7;60;0;1
Centro-Oeste;MS;04/04/2020;2;62;0;1
Centro-Oeste;MS;05/04/2020;3;65;0;1
