;Cases;date
0;3.0;3.0
1;6.044983707010908;6.044983707010908
2;9.067857054605653;9.067857054605653
3;12.05883453653895;12.05883453653895
4;15.015922217667622;15.015922217667622
5;17.9392230385873;17.9392230385873
6;20.829538712634264;20.829538712634264
7;23.68790595735738;23.68790595735738
8;26.515418612721298;26.515418612721298
9;29.313154370067004;29.313154370067004
10;32.08214434870161;32.08214434870161
11;34.823362216196244;34.823362216196244
12;37.53772168558022;37.53772168558022
13;40.22607812038518;40.22607812038518
14;42.889231888687306;42.889231888687306
15;45.52793219913264;45.52793219913264
16;48.142881457521455;48.142881457521455
17;50.73473907430276;50.73473907430276
18;53.3041251618462;53.3041251618462
19;55.85162392670848;55.85162392670848
20;58.37778671277871;58.37778671277871
21;60.8831347074398;60.8831347074398
22;63.36816119766504;63.36816119766504
23;65.83333455692524;65.83333455692524
24;68.27910036953494;68.27910036953494
25;70.7058817884679;70.7058817884679
26;73.11408172808387;73.11408172808387
27;75.5040841485482;75.5040841485482
28;77.87625712657623;77.87625712657623
29;80.2309525022538;80.2309525022538
30;82.56850705814712;82.56850705814712
31;84.88924343196838;84.88924343196838
32;87.19347132795224;87.19347132795224
33;89.48148854025408;89.48148854025408
34;91.75358132463657;91.75358132463657
35;94.0100252214411;94.0100252214411
36;96.25108562570178;96.25108562570178
37;98.47701849737297;98.47701849737297
38;100.6880708138033;100.6880708138033
39;102.8844810824945;102.8844810824945
40;105.06647983267915;105.06647983267915
41;107.23428998092325;107.23428998092325
42;109.3881273026138;109.3881273026138
43;111.5282007312895;111.5282007312895
44;113.65471278895484;113.65471278895484
45;115.76785980523995;115.76785980523995
46;117.86783216944401;117.86783216944401
47;119.95481471670047;119.95481471670047
48;122.02898714222114;122.02898714222114
49;124.09052392241217;124.09052392241217
50;126.13959462358468;126.13959462358468
51;128.1763643236263;128.1763643236263
52;130.2009936528328;130.2009936528328
53;132.21363892399688;132.21363892399688
54;134.21445238552226;134.21445238552226
55;136.20358250038322;136.20358250038322
56;138.1811739204385;138.1811739204385
57;140.14736767620207;140.14736767620207
58;142.1023014154352;142.1023014154352
59;144.04610947862173;144.04610947862173
60;145.97892298115752;145.97892298115752
61;147.90086996749775;147.90086996749775
62;149.8120755897799;149.8120755897799
63;151.71266212254807;151.71266212254807
64;153.60274908083855;153.60274908083855
65;155.48245336520802;155.48245336520802
66;157.35188933582276;157.35188933582276
67;159.21116886851325;159.21116886851325
68;161.06040146313714;161.06040146313714
69;162.899694377947;162.899694377947
70;164.7291526101143;164.7291526101143
71;166.5488789837756;166.5488789837756
72;168.35897421183915;168.35897421183915
73;170.1595369861071;170.1595369861071
74;171.95066421491433;171.95066421491433
75;173.73245084012683;173.73245084012683
76;175.50498994326253;175.50498994326253
77;177.268372810307;177.268372810307
78;179.02268899506095;179.02268899506095
79;180.76802649936332;180.76802649936332
80;182.50447165830278;182.50447165830278
81;184.232109208809;184.232109208809
82;185.95102234535952;185.95102234535952
83;187.66129276661204;187.66129276661204
84;189.3630008124932;189.3630008124932
85;191.05622539508528;191.05622539508528
86;192.74104404235388;192.74104404235388
87;194.41753294637473;194.41753294637473
88;196.0857669989436;196.0857669989436
89;197.7458198918495;197.7458198918495
90;199.39776408245584;199.39776408245584
91;201.0416708207283;201.0416708207283
92;202.67761019015305;202.67761019015305
93;204.3056511360108;204.3056511360108
94;205.92586154042633;205.92586154042633
95;207.53830820842074;207.53830820842074
96;209.14305688422158;209.14305688422158
97;210.74017228633815;210.74017228633815
98;212.3297181306858;212.3297181306858
99;213.91175718710358;213.91175718710358
100;215.48635127831676;215.48635127831676
101;217.05356128926476;217.05356128926476
102;218.6134471972678;218.6134471972678
103;220.1660680916087;220.1660680916087
104;221.71148223120542;221.71148223120542
105;223.24974703332165;223.24974703332165
106;224.78091907120518;224.78091907120518
107;226.30505410673152;226.30505410673152
108;227.82220710558545;227.82220710558545
109;229.3324322514361;229.3324322514361
110;230.83578295910505;230.83578295910505
111;232.33231195729695;232.33231195729695
112;233.82207132080626;233.82207132080626
113;235.30511234950092;235.30511234950092
114;236.78148564844426;236.78148564844426
115;238.25124114112356;238.25124114112356
116;239.71442808130917;239.71442808130917
117;241.17109506417168;241.17109506417168
118;242.62129006305872;242.62129006305872
119;244.06506050315633;244.06506050315633
120;245.50245315007717;245.50245315007717
121;246.93351416474337;246.93351416474337
122;248.3582891191168;248.3582891191168
123;249.77682300617994;249.77682300617994
124;251.18916024936297;251.18916024936297
125;252.59534471928652;252.59534471928652
126;253.99541980467507;253.99541980467507
127;255.38942833848196;255.38942833848196
128;256.7774126212446;256.7774126212446
129;258.15941444068613;258.15941444068613
130;259.53547508021705;259.53547508021705
131;260.9056353270203;260.9056353270203
132;262.2699354808657;262.2699354808657
133;263.62841540368237;263.62841540368237
134;264.9811144899335;264.9811144899335
135;266.3280716623014;266.3280716623014
136;267.66932539360886;267.66932539360886
137;269.0049137140663;269.0049137140663
138;270.33487421820007;270.33487421820007
139;271.65924407146116;271.65924407146116
140;272.97806003835115;272.97806003835115
141;274.29135848699957;274.29135848699957
142;275.59917536518304;275.59917536518304
143;276.901546223456;276.901546223456
144;278.1985062213753;278.1985062213753
145;279.49009013345835;279.49009013345835
146;280.776332354893;280.776332354893
147;282.0572669159551;282.0572669159551
148;283.33292750219056;283.33292750219056
149;284.6033474267513;284.6033474267513
150;285.8685596490761;285.8685596490761
151;287.1285967811871;287.1285967811871
152;288.3834910928367;288.3834910928367
153;289.63327451645733;289.63327451645733
154;290.87797865691977;290.87797865691977
155;292.11763482221056;292.11763482221056
